;fips;INTPTLAT;INTPTLON
295;41043;44.4888982;-122.5372084
296;48375;35.3986751;-101.893804
297;47019;36.2847441;-82.1265932
298;36059;40.729611799999994;-73.58941440000001
299;37011;36.07209;-81.92028470000001
300;16003;44.877004;-116.4616241
301;06109;38.0214344;-119.9647335
302;72093;18.1739559;-66.9355468
303;39037;40.1315415;-84.6212484
304;54047;37.3827274;-81.6581833
305;09009;41.3497185;-72.90020329999999
306;55105;42.6698802;-89.0752844
307;26157;43.487902399999996;-83.43661800000001
308;05093;35.766943700000006;-90.0522072
309;28095;33.8900295;-88.48503790000001
310;48437;34.5263193;-101.7438647
311;06017;38.7856116;-120.53422450000001
312;37073;36.4421353;-76.7023552
313;38019;48.7684388;-98.4637903
314;48163;28.8693343;-99.1087876
315;33013;43.299578600000004;-71.6800412
316;13031;32.3917111;-81.74402099999999
317;28115;34.227080799999996;-89.0372387
318;48053;30.789630499999998;-98.2011868
319;13259;32.073225;-84.8349117
320;01077;34.9041221;-87.65099659999998
321;51740;36.859338799999996;-76.3569725
322;01029;33.671963700000006;-85.5161261
323;47187;35.8948075;-86.8980679
324;17017;39.9692024;-90.2457045
325;16015;43.9872749;-115.7151105
326;16079;47.3476935;-115.8850916
327;19105;42.1251175;-91.11691409999999
328;01045;31.430653600000003;-85.609476
329;49009;40.890099;-109.5057855
330;35019;34.8697822;-104.7849677
331;51003;38.0241841;-78.5535056
332;28021;31.9728096;-90.91542390000001
333;01123;32.8633076;-85.7996176
334;48023;33.6188024;-99.20818879999999
335;27051;45.9307426;-96.0106987
336;20037;37.5058215;-94.8538967
337;33011;42.911531700000005;-71.7230554
338;48355;27.7400315;-97.51621429999999
339;36083;42.7104206;-73.51384540000001
340;04025;34.631071;-112.5772247
341;34027;40.8588961;-74.5472917
342;29211;40.209587;-93.10978259999999
343;48415;32.744353100000005;-100.9133465
344;20025;37.233831099999996;-99.81386859999999
345;26051;43.9897504;-84.3898162
346;45057;34.686818200000005;-80.7036885
347;34003;40.9596985;-74.0747272
348;72031;18.3967757;-65.9687781
349;49055;38.2598402;-110.990877
350;17101;38.7189542;-87.7302207
351;17019;40.1389845;-88.1969749
352;40143;36.1203177;-95.9418132
353;39121;39.7672317;-81.452493
354;19139;41.483776;-91.11869920000001
355;54021;38.9158671;-80.8494132
356;28057;34.281074700000005;-88.36312690000001
357;23013;44.0420446;-69.0385145
358;08021;37.2134065;-106.1764473
359;22121;30.4640516;-91.30980799999999
360;51800;36.6971573;-76.6347808
361;29049;39.608723299999994;-94.3958028
362;39159;40.2959008;-83.3670416
363;22065;32.3468782;-91.2319321
364;31027;42.6045604;-97.2568696
365;29063;39.894664500000005;-94.4071901
366;51683;38.746807700000005;-77.4826328
367;72089;18.367996100000003;-65.70990359999999
368;42039;41.687876;-80.107795
369;47063;36.2183967;-83.26607109999999
370;48219;33.605932;-102.3433978
371;48365;32.1639784;-94.3051563
372;20197;38.955153700000004;-96.2012619
373;34001;39.4693555;-74.63375909999999
374;55071;44.156137;-87.5773525
375;05137;35.8570011;-92.1404819
376;32001;39.5377097;-118.26416609999998
377;09007;41.4330028;-72.5227802
378;20039;39.783542;-100.4597084
379;39115;39.6249458;-81.86169670000001
380;20111;38.4554034;-96.1616407
381;37109;35.48849129999999;-81.2268916
382;13279;32.1178118;-82.3306257
383;18171;40.352658399999996;-87.37584659999999
384;12041;29.723455600000005;-82.79580109999999
385;51595;36.696182;-77.5359753
386;18037;38.3733441;-86.8733845
387;40063;35.0529339;-96.2511829
388;30073;48.2286037;-112.2207612
389;29119;36.630218;-94.3439556
390;48271;29.3470865;-100.4177003
391;22061;32.601823100000004;-92.66230259999999
392;48359;35.401920600000004;-102.5976203
393;12043;26.9548102;-81.1908197
394;51137;38.250192999999996;-78.0096224
395;01095;34.309563700000005;-86.3216681
396;17053;40.5965386;-88.2245882
397;51079;38.2979805;-78.4701629
398;66010;13.4417451;144.7719021
399;39067;40.292317499999996;-81.0915651
400;48255;28.9089957;-97.8522048
401;17171;39.6370016;-90.47777070000001
402;36113;43.555105299999994;-73.8381388
403;55129;45.8924885;-91.79642170000001
404;13037;31.521278999999996;-84.6262895
405;48273;27.4387348;-97.6606203
406;42011;40.4139565;-75.9268598
407;25003;42.371493;-73.2179276
408;37045;35.3346302;-81.5571145
409;19049;41.6853205;-94.0407065
410;37185;36.3981051;-78.0998993
411;48485;33.9882125;-98.7080098
412;37137;35.1475747;-76.6652684
413;21113;37.8732908;-84.5839603
414;47055;35.2027228;-87.035319
415;20191;37.236661700000006;-97.49335190000001
416;13311;34.643776;-83.74341650000001
417;22059;31.6800826;-92.16159559999998
418;19103;41.670668;-91.5905285
419;02090;64.6760436;-146.5481586
420;72037;18.2737491;-65.5308947
421;45041;34.0285346;-79.71023290000001
422;27003;45.2741098;-93.24272320000001
423;24045;38.3673699;-75.63208279999999
424;08123;40.555960999999996;-104.383666
425;42067;40.530673;-77.4004377
426;26107;43.6352949;-85.33275090000001
427;48075;34.5246235;-100.20816579999999
428;21227;36.995634;-86.4235786
429;19051;40.7480892;-92.4103453
430;12075;29.2844566;-82.783462
431;29169;37.8248346;-92.2070224
432;31009;41.931945;-99.9964074
433;48151;32.7404728;-100.4031198
434;13069;31.549245199999998;-82.8449401
435;19083;42.3902079;-93.24166899999999
436;45037;33.7764976;-81.9682452
437;33015;42.9886636;-71.0990801
438;48405;31.382449199999996;-94.16317959999999
439;18085;41.2442928;-85.8615754
440;48199;30.329648300000002;-94.3931782
441;36099;42.7822943;-76.827088
442;54071;38.6744501;-79.34061750000001
443;41055;45.3992158;-120.6785124
444;29215;37.3142565;-91.9644783
445;05119;34.7703106;-92.312996
446;40023;34.027645299999996;-95.5542077
447;53071;46.254605700000006;-118.4803697
448;48263;33.1847797;-100.7697199
449;30099;47.8190352;-112.2817249
450;37053;36.3721739;-75.94122420000001
451;18029;39.14832;-84.97349759999999
452;39137;41.024533399999996;-84.1298791
453;48411;31.1551375;-98.8192922
454;21185;38.400127399999995;-85.4561516
455;38065;47.1180789;-101.33141979999999
456;50027;43.5726846;-72.5988211
457;15001;19.5977643;-155.5024434
458;26083;47.6819737;-88.1487965
459;45065;33.8975992;-82.31619609999998
460;30061;47.1519417;-115.06562720000001
461;18133;39.6655479;-86.85337290000001
462;13317;33.779031200000006;-82.74792109999999
463;13035;33.290355100000006;-83.95822059999999
464;38069;48.238882700000005;-99.966497
465;13187;34.568140299999996;-83.9989251
466;51199;37.2190813;-76.56164809999999
467;26073;43.6452331;-84.83942449999999
468;47045;36.054196000000005;-89.3983058
469;25021;42.1717393;-71.1811115
470;53067;46.935821600000004;-122.8301524
471;37047;34.26160170000001;-78.6393077
472;48441;32.2971255;-99.89042990000002
473;19189;43.378124299999996;-93.7434883
474;48505;26.996980600000004;-99.1826027
475;21019;38.3600037;-82.68140629999999
476;47101;35.5232441;-87.4969827
477;51810;36.7799845;-76.0252078
478;44003;41.6742448;-71.5809243
479;29143;36.594260799999994;-89.6559485
480;53059;46.0247853;-121.95323190000002
481;08109;38.031651399999994;-106.2346662
482;48077;33.785904200000004;-98.21291740000001
483;48177;29.461912100000003;-97.49192049999999
484;12129;30.139432;-84.3748463
485;12127;29.057769;-81.161792
486;05113;34.4909149;-94.23088409999998
487;18069;40.8263938;-85.47859749999999
488;18099;41.3250032;-86.2690363
489;27045;43.6791869;-92.0939369
490;23001;44.167681099999996;-70.20743470000001
491;41035;42.68376129999999;-121.6461682
492;36075;43.461443100000004;-76.20926180000001
493;51167;36.933419799999996;-82.0959342
494;51510;38.8192511;-77.0836695
495;06067;38.4500161;-121.34044080000001
496;06009;38.183899600000004;-120.5614415
497;33009;43.9264391;-71.84242420000001
498;47081;35.802327500000004;-87.46711590000001
499;36077;42.6297762;-75.028841
500;21201;38.5134727;-84.06423000000001
501;47089;36.04833789999999;-83.44114259999999
502;08085;38.407506899999994;-108.26628149999999
503;51760;37.531399;-77.47600849999999
504;22055;30.2065065;-92.06416999999999
505;48237;33.2321615;-98.17117579999999
506;24013;39.563330799999996;-77.01532759999999
507;53031;47.805707500000004;-123.52705719999999
508;38097;47.4462146;-97.1647538
509;29177;39.3084005;-93.9957462
510;28125;32.8923946;-90.8276129
511;51750;37.12011939999999;-80.5591473
512;72005;18.480191100000003;-67.14376159999999
513;18119;39.317339399999994;-86.8388453
514;53013;46.2928505;-117.91163449999999
515;20171;38.481876799999995;-100.90636040000001
516;01071;34.764114;-85.9800556
517;21197;37.8099073;-83.8313543
518;39057;39.6874785;-83.89489429999999
519;48187;29.583532;-97.946771
520;53029;48.15855379999999;-122.67064920000001
521;19177;40.75411679999999;-91.952943
522;42089;41.056240100000004;-75.3290651
523;05101;35.910742299999995;-93.2158984
524;16017;48.316796000000004;-116.6123638
525;13047;34.900217600000005;-85.1393857
526;16011;43.2163568;-112.39920579999999
527;38105;48.3557649;-103.5013332
528;46005;44.4182649;-98.2794224
529;38007;47.007044;-103.36401629999999
530;13211;33.5986956;-83.49943459999999
531;30007;46.329848600000005;-111.49787279999998
532;49053;37.26253079999999;-113.4878003
533;13135;33.95914570000001;-84.023087
534;53051;48.5438247;-117.2321913
535;51017;38.0683679;-79.7312032
536;30053;48.5523847;-115.46318490000002
537;48229;31.4508678;-105.37754890000001
538;26057;43.292325899999994;-84.60469
539;05021;36.3673021;-90.4187041
540;54109;37.6036601;-81.5490317
541;29085;37.936909899999996;-93.32298829999999
542;39101;40.588033700000004;-83.16880340000002
543;06011;39.177738500000004;-122.2375629
544;18159;40.3102294;-86.0562066
545;27155;45.7699352;-96.4748315
546;37143;36.1808969;-76.4032445
547;22081;32.1012125;-93.34905040000001
548;48207;33.175963800000005;-99.730774
549;40083;35.914151399999994;-97.45076440000001
550;22023;29.871812;-93.16494780000001
551;48221;32.430149;-97.8316766
552;46117;44.4155468;-100.74916280000001
553;01025;31.685521100000003;-87.8186244
554;13065;30.917653100000003;-82.7026143
555;19035;42.7427375;-95.6332616
556;05077;34.7795048;-90.77971720000001
557;13239;31.8629381;-85.0047978
558;09005;41.791883299999995;-73.2354042
559;02185;69.4493427;-153.4728302
560;23015;43.9947814;-69.51362440000001
561;51830;37.269481;-76.70819250000001
562;48135;31.865300800000004;-102.5425068
563;37199;35.889325899999996;-82.3039535
564;48017;34.0675209;-102.8303446
565;21173;38.0381086;-83.9124157
566;17003;37.1836583;-89.34951579999999
567;16083;42.352309000000005;-114.6656386
568;26055;44.7186875;-85.5538484
569;20041;38.86773529999999;-97.15794340000001
570;40129;35.7085544;-99.74157159999999
571;45039;34.3956685;-81.1270007
572;72075;17.997973499999997;-66.49049649999999
573;08121;39.9657899;-103.2097445
574;48033;32.7385899;-101.439199
575;20131;39.791042700000006;-96.0053805
576;06005;38.443550099999996;-120.65385630000002
577;05125;34.6485246;-92.674463
578;20119;37.243886200000006;-100.3600936
579;30071;48.250143200000004;-107.9288973
580;46037;45.355160999999995;-97.5814295
581;18001;40.745732700000005;-84.9361303
582;22011;30.6450184;-93.3402526
583;48001;31.8412614;-95.6617267
584;51033;38.030319299999995;-77.35234820000001
585;46051;45.172636600000004;-96.7722606
586;42129;40.3110682;-79.46668790000001
587;27135;48.7610683;-95.8215042
588;37037;35.7049939;-79.2514542
589;48265;30.059953000000004;-99.35333879999999
590;28017;33.93327670000001;-88.9475579
591;13049;30.7799036;-82.1396442
592;16055;47.6759658;-116.69592220000001
593;48041;30.6567132;-96.30239350000001
594;37069;36.0882406;-78.2830903
595;30059;46.585699600000005;-110.9217396
596;51089;36.7814785;-79.7592313
597;26163;42.2846636;-83.26195329999999
598;39145;38.8148886;-82.998675
599;47027;36.5457493;-85.54571729999999
600;21177;37.2138159;-87.13409190000002
601;12086;25.6105799;-80.49709890000001
602;51009;37.6293036;-79.1546672
603;72073;18.2111522;-66.58686999999999
604;48149;29.877886100000005;-96.9212309
605;48477;30.215075199999998;-96.41027170000001
606;42023;41.4382909;-78.1983225
607;17023;39.3323343;-87.79168320000001
608;19013;42.4711317;-92.3076003
609;17161;41.4684205;-90.5721252
610;18015;40.5849801;-86.5651412
611;42101;40.0093755;-75.13334590000001
612;27165;43.978108899999995;-94.613798
613;16039;43.3946984;-115.471205
614;13015;34.2409175;-84.83818790000001
615;29153;36.6495904;-92.45854920000001
616;16023;43.685101;-113.1776308
617;72019;18.200018399999998;-66.3092822
618;49057;41.2703252;-111.876883
619;29127;39.8075383;-91.6353791
620;36019;44.752712;-73.7056429
621;45003;33.5500134;-81.632983
622;45071;34.2898805;-81.5996761
623;46135;43.006603000000005;-97.38836140000001
624;72113;18.0017167;-66.6066625
625;42131;41.525172600000005;-76.00873100000001
626;02068;63.682038600000006;-150.0270164
627;21217;37.3662101;-85.3280585
628;54045;37.8305905;-81.940853
629;20121;38.5667718;-94.83296259999999
630;51153;38.7011187;-77.4795791
631;22077;30.708319;-91.60462070000001
632;17069;37.51785170000001;-88.2661478
633;36029;42.752759000000005;-78.7781922
634;21065;37.69244929999999;-83.9639825
635;41027;45.5117753;-121.65597620000001
636;19137;41.0217348;-95.1577896
637;12035;29.4748909;-81.2862532
638;13231;33.08122410000001;-84.3898475
639;46009;42.985799;-97.88419870000001
640;45075;33.436135;-80.8029131
641;48079;33.6084401;-102.830449
642;37099;35.281052100000004;-83.1199622
643;49043;40.872060299999994;-110.9684862
644;40031;34.66263;-98.4766117
645;06049;41.5929185;-120.71837040000001
646;47035;35.9523984;-84.9947614
647;27141;45.4531762;-93.76913
648;46035;43.680439299999996;-98.1558683
649;13235;32.2388026;-83.4818454
650;21143;37.023975899999996;-88.08339090000001
651;13299;31.050881;-82.42150720000001
652;13287;31.7248005;-83.6203195
653;17013;39.1642619;-90.6662949
654;39039;41.3216789;-84.48643340000001
655;12059;30.862007199999997;-85.8159385
656;28059;30.4560045;-88.6251005
657;04015;35.717705;-113.74968909999998
658;45051;33.9092694;-78.9766749
659;31029;40.5303903;-101.6941918
660;29213;36.649826700000006;-93.04281879999999
661;13209;32.1721081;-82.5333487
662;48363;32.7522042;-98.31796729999999
663;40007;36.748334299999996;-100.4830555
664;06107;36.2288339;-118.7810551
665;51163;37.8145174;-79.4477537
666;47103;35.1427838;-86.59340329999999
667;47037;36.1691287;-86.7847898
668;56019;44.0440477;-106.5885406
669;72071;18.4838703;-67.01413810000001
670;42041;40.164804700000005;-77.26344190000002
671;36013;42.304215899999996;-79.4075949
672;51195;36.974560700000005;-82.6215601
673;28025;33.65967;-88.78246800000001
674;48283;28.351097600000003;-99.0967743
675;19119;43.383579600000004;-96.20720109999999
676;05073;33.240629399999996;-93.611514
677;27087;47.3283866;-95.8110885
678;29157;37.7111296;-89.80212490000001
679;21005;38.0053963;-84.9864171
680;47049;36.3698921;-84.9377641
681;47137;36.5593638;-85.07574100000001
682;30107;46.497046600000004;-109.8571467
683;46089;45.784249100000004;-99.2114212
684;39147;41.11999229999999;-83.1275469
685;48059;32.2931499;-99.372249
686;26121;43.289257899999996;-86.751892
687;06093;41.5879861;-122.5332868
688;28033;34.874266;-89.99324
689;29069;36.3069045;-90.065394
690;22005;30.206443699999998;-90.9125023
691;51041;37.378433799999996;-77.5858474
692;17077;37.7860959;-89.38121190000001
693;49045;40.4677525;-113.12397859999999
694;12045;29.9072571;-85.25653659999999
695;48351;30.786718199999996;-93.73925
696;21011;38.1522485;-83.7376405
697;42005;40.812380499999996;-79.4641285
698;48205;35.840244399999996;-102.6100473
699;20173;37.681045000000005;-97.4610535
700;39107;40.5353325;-84.6320588
701;53069;46.2946377;-123.42445829999998
702;31137;40.516364700000004;-99.40655679999999
703;48147;33.5911611;-96.1049882
704;20043;39.7885021;-95.1472253
705;02130;55.4499378;-131.10668470000002
706;37057;35.7951312;-80.207107
707;42117;41.7668593;-77.2572881
708;32013;41.4079136;-118.12759150000001
709;17005;38.885923999999996;-89.4365916
710;22107;32.0014894;-91.342576
711;08111;37.781049200000005;-107.67025670000001
712;41029;42.4116214;-122.67561059999998
713;18091;41.549012899999994;-86.74473859999999
714;17033;39.0027865;-87.7606193
715;39051;41.597263899999994;-84.1242667
716;19195;43.373490999999994;-93.24853320000001
717;18137;39.1002257;-85.2604937
718;17055;37.9918516;-88.9263215
719;01017;32.9155039;-85.3940321
720;47141;36.1409404;-85.4961801
721;38009;48.794411600000004;-100.83125720000001
722;27033;44.0106386;-95.18315229999999
723;05133;33.9948773;-94.2432792
724;02020;61.174250300000004;-149.2843294
725;39161;40.855520299999995;-84.58577509999999
726;26009;45.005455299999994;-85.175639
